,k,x,reward,patch_label,regret,m,q,simul_id
99,3.0,[   2.          271.67432686 -177.19103472],1.0,non_Speaker,0.0,[ 0.00531907  0.08999556 -0.08462504],[1.02885597 9.57185901 9.7028361 ],8
105,4.0,[   2.          567.10602349 -177.03706306],0.0,non_Speaker,1.0,[ 0.00100316  0.02270086 -0.05313022],[  1.01811293 104.78777015  37.9872565 ],8
125,3.0,[   2.          548.48590295 -176.30851819],0.0,non_Speaker,1.0,[ 0.00532104  0.08999652 -0.08462503],[1.02885495 9.57153834 9.70256145],8
135,3.0,[   2.          303.52318474 -178.05272032],0.0,non_Speaker,1.0,[ 0.00531896  0.08999431 -0.08462589],[1.02885639 9.5720181  9.70281676],8
166,3.0,[  2.         276.92235392  -2.5483448 ],1.0,non_Speaker,0.0,[ 0.00531702  0.08999453 -0.08462591],[1.02885627 9.57197816 9.70278507],8
178,4.0,[   2.          562.22333776 -176.80700559],1.0,non_Speaker,0.0,[-0.50348964  2.49502993 -1.90784195],[1. 1. 1.],8
182,2.0,[  3.         301.21535507 -14.47971586],0.0,Speaker,1.0,[ 0.00380661  0.05812099 -0.07350227],[ 1.0326005   9.57978709 14.1040993 ],8
188,2.0,[  3.         829.53493842  -2.64736152],0.0,Speaker,1.0,[ 0.00373487  0.05807162 -0.07356073],[ 1.03257165  9.57720491 14.08555634],8
195,3.0,[  2.         318.67539023 -13.67049747],0.0,non_Speaker,1.0,[ 0.00533179  0.09000767 -0.08460751],[1.02885968 9.57254931 9.70654248],8
207,2.0,[  3.         841.09207018  -1.86088171],0.0,Speaker,1.0,[ 0.00381086  0.05814063 -0.07349309],[ 1.03258764  9.5753847  14.10049777],8
216,3.0,[  2.         318.83871584  -6.72097252],1.0,non_Speaker,0.0,[ 0.00532524  0.08999637 -0.08462969],[1.02885058 9.57029617 9.7006585 ],8
218,2.0,[  3.         515.01611602  -5.49475412],0.0,Speaker,1.0,[ 0.00380641  0.05812019 -0.07350165],[ 1.03260295  9.580871   14.10508957],8
222,2.0,[  3.         515.91692027  -5.37357398],0.0,Speaker,1.0,[ 0.00380693  0.05812467 -0.07349859],[ 1.0326019   9.58024263 14.10511081],8
241,3.0,[   2.          305.72809177 -171.4766679 ],0.0,non_Speaker,1.0,[ 0.00531334  0.09000211 -0.08462668],[1.02884852 9.56954695 9.70060498],8
258,3.0,[   2.          288.93079459 -167.74841043],1.0,non_Speaker,0.0,[ 0.00531741  0.08999805 -0.08462568],[1.02885309 9.57096629 9.70197095],8
264,3.0,[  2.         276.74616716  -1.51410939],0.0,non_Speaker,1.0,[ 0.0053196   0.08999553 -0.08462516],[1.02885586 9.571829   9.70278727],8
275,3.0,[  2.          15.38716592 -68.45947076],1.0,non_Speaker,0.0,[ 0.00533077  0.08997959 -0.0846473 ],[1.02885024 9.57069552 9.69780586],8
286,4.0,[  2.         257.10437607  -6.09810373],0.0,non_Speaker,1.0,[ 0.00100578  0.02275891 -0.05310374],[  1.01803795 103.17335028  37.97547983],8
301,3.0,[   2.           70.58683725 -100.90318759],0.0,non_Speaker,1.0,[ 0.00532456  0.08831087 -0.08791347],[ 1.028865    9.3136685  10.46238409],8
333,3.0,[   2.          238.80669153 -173.67350313],0.0,non_Speaker,1.0,[ 0.00532839  0.08832312 -0.08790176],[ 1.02886497  9.31374056 10.46593486],8
339,3.0,[  2.         249.43725821 -10.00017043],0.0,non_Speaker,1.0,[ 0.22063479  3.07372573 -1.9794916 ],[1. 1. 1.],8
357,4.0,[   2.           45.32374741 -107.12763896],0.0,non_Speaker,1.0,[1.26404756 3.32972337 0.00375775],[1. 1. 1.],8
371,3.0,[  2.          53.38539454 -78.4943499 ],1.0,non_Speaker,0.0,[ 0.00532557  0.0883107  -0.08791215],[ 1.02886694  9.3147776  10.46451627],8
10,0.0,[0. 0. 0.],0.0,CB,1.0,[0. 0. 0.],[1.00000000e+00 9.88514556e+03 2.87463501e+03],8
19,3.0,[  2.          82.86031646 -63.74971471],0.0,non_Speaker,1.0,[ 0.0053255  0.088314  -0.0879404],[ 1.02885641  9.32044074 10.48066539],8
35,2.0,[  3.         288.89757105 -12.86310304],1.0,Speaker,0.0,[ 0.00382804  0.05812723 -0.07351234],[ 1.0325698   9.57203719 14.09115999],8
37,3.0,[  2.         572.07191895  -4.04110963],0.0,non_Speaker,1.0,[ 0.00533074  0.08830333 -0.08794747],[ 1.02886468  9.33068536 10.48548344],8
42,2.0,[  3.          72.04585929 -74.17441624],0.0,Speaker,1.0,[ 0.00380658  0.05812176 -0.07350113],[ 1.03260163  9.58127918 14.10462871],8
47,2.0,[   3.          238.35063181 -163.34515524],0.0,Speaker,1.0,[ 0.00380389  0.05812183 -0.07350043],[ 1.03291802  9.76326072 14.2977943 ],8
55,3.0,[  2.         319.95046608  -6.87810196],1.0,non_Speaker,0.0,[ 0.00532906  0.08831478 -0.0879409 ],[ 1.02886025  9.32903385 10.48549716],8
60,4.0,[   2.          810.72968152 -176.65435248],0.0,non_Speaker,1.0,[ 0.0009968   0.02269421 -0.05313269],[  1.02526021 181.29812703  45.49304861],8
75,2.0,[   3.          520.98027543 -172.35412981],0.0,Speaker,1.0,[-1.42321469  2.78610228 -1.43433252],[1. 1. 1.],8
77,3.0,[  2.          54.15324587 -56.80566972],1.0,non_Speaker,0.0,[ 0.00532023  0.08832275 -0.08793527],[ 1.0288586   9.32827668 10.4861271 ],8
91,3.0,[   2.          829.81449231 -176.59305555],0.0,non_Speaker,1.0,[ 0.00531491  0.08840365 -0.08802878],[ 1.02881514  9.36936572 10.51978711],8
96,2.0,[   3.          524.06378167 -177.01230573],0.0,Speaker,1.0,[ 0.00380657  0.05812168 -0.07350111],[ 1.03291666  9.76292698 14.29718132],8
98,4.0,[   2.          568.10468902 -177.04227622],0.0,non_Speaker,1.0,[ 0.0009978   0.02269611 -0.05313203],[  1.02525516 181.20808538  45.49165368],8
108,3.0,[  2.          30.05988034 -77.21978006],0.0,non_Speaker,1.0,[ 1.39495275  2.7865718  -1.39893273],[1. 1. 1.],8
113,2.0,[  3.         36.0001648 -67.7206231],1.0,Speaker,0.0,[ 0.00380695  0.05812564 -0.07349834],[ 1.03291584  9.76238686 14.29724164],8
126,2.0,[  3.          35.00686574 -63.44945774],1.0,Speaker,0.0,[ 0.00385851  0.05782498 -0.07558789],[ 1.0331479   9.45222777 14.60298936],8
135,3.0,[   2.          303.52318474 -178.05272032],0.0,non_Speaker,1.0,[ 0.00531419  0.0884034  -0.08803054],[ 1.02898213  9.40703441 10.77007027],8
142,2.0,[  3.          57.32200719 -35.53138552],1.0,Speaker,0.0,[-0.00030056  0.05542959 -0.07746742],[ 1.03869918 10.46165458 16.83262988],8
157,2.0,[   3.           32.37056085 -110.52842278],1.0,Speaker,0.0,[ 0.0042069   0.06468179 -0.07617017],[ 1.03523224 10.11388002 13.64662348],8
160,4.0,[   2.          366.5239074  -178.23122766],0.0,non_Speaker,1.0,[ 1.04217965  3.40955564 -0.31700226],[1. 1. 1.],8
176,3.0,[  2.          36.33869472 -92.12575039],0.0,non_Speaker,1.0,[-0.74046684  2.64608902 -0.48131774],[1. 1. 1.],8
181,3.0,[  2.         524.78849617  -6.26981545],0.0,non_Speaker,1.0,[ 0.0053171   0.08839594 -0.08803768],[ 1.02900817  9.41592487 10.82386248],8
183,2.0,[  3.         299.53251872 -14.76058134],0.0,Speaker,1.0,[ 0.00419984  0.06459348 -0.07633028],[ 1.03519965 10.09837161 13.74384126],8
199,3.0,[  2.         304.12515779 -14.33845172],0.0,non_Speaker,1.0,[ 0.00531664  0.08840463 -0.08802979],[ 1.02900758  9.41541683 10.82527765],8
212,3.0,[  2.         323.69176733  -6.44115414],1.0,non_Speaker,0.0,[ 0.00531445  0.08840348 -0.08803069],[ 1.02900793  9.4155601  10.82520426],8
229,3.0,[   2.           56.46797343 -101.59784588],0.0,non_Speaker,1.0,[-0.39639377  3.00582129 -1.47952514],[1. 1. 1.],8
233,2.0,[  3.          72.03633942 -69.14128532],1.0,Speaker,0.0,[ 0.00412759  0.06458001 -0.07635212],[ 1.03518719 10.09685547 13.73631036],8
265,3.0,[   2.          513.12958206 -174.03595013],1.0,non_Speaker,0.0,[ 1.63725196  3.27216237 -1.0420063 ],[1. 1. 1.],8
271,5.0,[  2.         343.03536339 176.37577122],0.0,non_Speaker,1.0,[ 0.00074153  0.01987895 -0.04679443],[1.12426922e+00 2.09139763e+03 5.31978658e+02],8
277,3.0,[  2.          57.71427706 -37.7265237 ],1.0,non_Speaker,0.0,[ 0.00531476  0.08840327 -0.08803112],[ 1.02900959  9.4170234  10.82996965],8
288,2.0,[  3.         535.40648986  -6.79147719],0.0,Speaker,1.0,[ 0.0041968   0.06472801 -0.07637146],[ 1.03513357 10.1499695  13.7620673 ],8
312,4.0,[  2.         255.62455531 -13.41718972],1.0,non_Speaker,0.0,[-1.91929094  3.21881278 -1.99779713],[1. 1. 1.],8
316,2.0,[  3.         261.72165807 -15.13068227],0.0,Speaker,1.0,[ 0.00419807  0.06472619 -0.07637245],[ 1.03513453 10.15035802 13.76221682],8
328,2.0,[  3.         303.8434645   -9.53180444],0.0,Speaker,1.0,[ 0.00419762  0.06473226 -0.07637285],[ 1.0351239  10.14777053 13.7586085 ],8
337,3.0,[  2.         248.93430859  -9.31956426],0.0,non_Speaker,1.0,[-0.54728607  3.16013145 -0.81446658],[1. 1. 1.],8
343,2.0,[  3.         537.01058855  -5.37593624],0.0,Speaker,1.0,[ 1.97681498  2.52656346 -1.5412717 ],[1. 1. 1.],8
356,3.0,[  2.         258.20857418 -10.78399666],0.0,non_Speaker,1.0,[ 0.00529427  0.08902021 -0.08800916],[ 1.0289086   9.62091344 10.83374286],8
361,3.0,[  2.         268.46723413 -13.86082759],1.0,non_Speaker,0.0,[ 0.00529512  0.08902026 -0.08800901],[ 1.02890865  9.62092623 10.83378534],8
365,4.0,[   2.          261.48212538 -169.79795327],0.0,non_Speaker,1.0,[ 0.00101288  0.03086591 -0.05027218],[ 1.01605305 35.11563307 40.63462298],8
371,2.0,[  3.         281.27149268  -7.82924806],0.0,Speaker,1.0,[ 0.00420494  0.06470137 -0.07637528],[ 1.03516914 10.16138809 13.77316393],8
11,0.0,[0. 0. 0.],0.0,CB,1.0,[ 4.33680869e-19 -2.71050543e-20 -8.67361738e-19],[1.00000000e+00 9.88514556e+03 2.87463501e+03],8
18,3.0,[  2.          82.86031646 -63.74971471],0.0,non_Speaker,1.0,[ 0.00529391  0.08902139 -0.08800923],[ 1.02890744  9.62053622 10.83338937],8
23,2.0,[  3.         278.18528775 -13.36742159],0.0,Speaker,1.0,[ 0.00419674  0.06472755 -0.07637167],[ 1.03513404 10.15096467 13.76215477],8
35,3.0,[  2.         829.23887348  -3.54785879],0.0,non_Speaker,1.0,[ 0.00529589  0.08902006 -0.0880085 ],[ 1.02891422  9.62957484 10.83908089],8
44,2.0,[  3.          72.61677705 -72.65602026],0.0,Speaker,1.0,[ 0.38568611  1.50773586 -1.24897691],[1. 1. 1.],8
51,0.0,[  0.         141.28904401 129.44407337],0.0,CB,1.0,[-1.04083409e-17  6.93889390e-18 -5.55111512e-17],[1.00000000e+00 9.88514556e+03 2.87463501e+03],8
54,3.0,[  2.         319.95046608  -6.87810196],1.0,non_Speaker,0.0,[ 0.00528599  0.08902754 -0.08800645],[ 1.02890962  9.62795169 10.83815967],8
60,2.0,[   3.          500.7472953  -171.58126985],0.0,Speaker,1.0,[ 0.00418777  0.06473133 -0.0763681 ],[ 1.03530664 10.25142192 13.86358713],8
68,3.0,[  2.          51.71125712 -58.98115764],1.0,non_Speaker,0.0,[ 0.00529389  0.08901985 -0.08801069],[ 1.02891242  9.62907876 10.83812231],8
72,2.0,[   3.          516.08620358 -175.29676508],0.0,Speaker,1.0,[ 0.00419755  0.06472684 -0.07637228],[ 1.03530492 10.25138964 13.86228879],8
76,3.0,[  2.          54.15314872 -56.80337767],1.0,non_Speaker,0.0,[ 0.00528935  0.08908481 -0.08811766],[ 1.0288664   9.65917457 10.87176868],8
98,3.0,[   2.          266.942434   -169.35430052],1.0,non_Speaker,0.0,[ 0.00527859  0.08916768 -0.08819879],[ 1.02882436  9.69505632 10.90170809],8
103,4.0,[   2.          567.10602349 -177.03706306],0.0,non_Speaker,1.0,[ 0.00099218  0.030927   -0.05028008],[ 1.01597467 34.67681596 40.48410741],8
106,3.0,[  2.          43.64703082 -54.00889083],0.0,non_Speaker,1.0,[ 0.00527055  0.08916633 -0.08820142],[ 1.02882355  9.69489085 10.9009703 ],8
111,2.0,[  3.          36.57243941 -69.76460009],1.0,Speaker,0.0,[ 0.00419735  0.0647304  -0.07636889],[ 1.03530563 10.25123984 13.8630868 ],8
117,2.0,[  3.          37.71526127 -65.48441048],1.0,Speaker,0.0,[ 0.00421693  0.06449152 -0.07760258],[ 1.03539655 10.10469243 14.12064101],8
125,2.0,[  3.          37.24114436 -63.44570152],1.0,Speaker,0.0,[-0.52000881 -0.65920451 -1.76676584],[1.         1.00000022 1.00000006],8
137,3.0,[   2.          304.52529666 -178.05878641],0.0,non_Speaker,1.0,[ 0.0052746   0.08914685 -0.08821069],[ 1.02920757  9.87684812 11.17512994],8
146,3.0,[   2.          344.73683452 -177.28732334],0.0,non_Speaker,1.0,[ 0.00525823  0.08916982 -0.0882047 ],[ 1.02919204  9.87134423 11.17156569],8
149,3.0,[   2.          365.52572038 -178.22602105],0.0,non_Speaker,1.0,[ 0.00527714  0.08916764 -0.08819947],[ 1.02919825  9.87323532 11.17447031],8
155,4.0,[   2.          366.52524241 -178.23086027],0.0,non_Speaker,1.0,[ 0.00100585  0.03086258 -0.05027579],[ 1.01605158 35.13781792 40.62793972],8
164,3.0,[  2.         217.50758007  -5.09403201],1.0,non_Speaker,0.0,[ 0.00527973  0.08916775 -0.08819824],[ 1.02919921  9.87350704 11.17500111],8
169,3.0,[  2.          33.63694024 -82.05033109],0.0,non_Speaker,1.0,[ 0.00527804  0.08916789 -0.08819846],[ 1.02919896  9.8734886  11.17488246],8
172,2.0,[   3.           38.50895391 -113.49472524],1.0,Speaker,0.0,[ 0.00429384  0.0643772  -0.08014889],[ 1.03585238  9.81887769 14.50015   ],8
177,4.0,[   2.          360.92274275 -176.77324607],1.0,non_Speaker,0.0,[ 0.00101575  0.0308573  -0.05028008],[ 1.01605055 35.16982653 40.6200775 ],8
182,4.0,[   2.           61.50991946 -121.73155077],1.0,non_Speaker,0.0,[ 0.00101049  0.03086534 -0.05027757],[ 1.01604567 35.11584508 40.61487995],8
211,3.0,[  2.         321.79342008 -10.25932846],1.0,non_Speaker,0.0,[ 0.9628568   2.61531113 -1.70439179],[1. 1. 1.],8
214,5.0,[   2.          368.15011528 -172.92954371],0.0,non_Speaker,1.0,[ 0.00073693  0.01986605 -0.04680175],[1.18311048e+00 3.82139170e+03 9.89119123e+02],8
230,3.0,[   2.           56.46797343 -101.59784588],0.0,non_Speaker,1.0,[ 0.00528347  0.08916733 -0.08820167],[ 1.02927313  9.8944651  11.30311988],8
235,1.0,[   1.          952.0262469  -175.39723243],0.0,STS,1.0,[ 0.00000000e+00  6.93889390e-18 -5.55111512e-17],[1.19661193e+00 3.68699231e+04 1.98106706e+03],8
240,2.0,[  3.          57.4867536  -55.39473483],0.0,Speaker,1.0,[ 0.00429157  0.06435213 -0.08020083],[ 1.03583397  9.81406175 14.53480565],8
254,3.0,[  2.          62.66895279 -83.90906287],0.0,non_Speaker,1.0,[ 0.00528388  0.08917517 -0.08819177],[ 1.0292771   9.89619029 11.31043941],8
257,2.0,[  3.         530.13898978  -5.55468177],0.0,Speaker,1.0,[ 0.0042735   0.06433024 -0.08022051],[ 1.03723573 10.33095074 15.00971375],8
262,3.0,[  2.         260.36382798 -10.91843221],0.0,non_Speaker,1.0,[ 0.00527991  0.0891809  -0.08820214],[ 1.02926632  9.8961974  11.312095  ],8
265,4.0,[  2.         275.74559377  -1.52012027],0.0,non_Speaker,1.0,[ 0.00100752  0.03112442 -0.05133584],[ 1.01487056 32.71326324 38.33448663],8
270,3.0,[  2.          14.77262609 -75.70109342],1.0,non_Speaker,0.0,[ 0.0052788   0.0891681  -0.08819879],[ 1.02928224  9.90139382 11.31775325],8
275,3.0,[  2.          60.52025409 -38.06311041],1.0,non_Speaker,0.0,[ 0.00528026  0.08831156 -0.08979381],[ 1.02920093  9.75770484 11.71488259],8
294,3.0,[   2.           45.16028875 -116.78385227],0.0,non_Speaker,1.0,[ 0.0052582   0.08877796 -0.0897568 ],[ 1.02911951  9.91950422 11.71200806],8
299,3.0,[   2.          298.79668117 -164.80569073],0.0,non_Speaker,1.0,[ 0.00525849  0.088776   -0.08975766],[ 1.02912163  9.92046204 11.7158713 ],8
302,2.0,[  3.          66.7250717  -50.26899723],1.0,Speaker,0.0,[ 0.00429303  0.0643501  -0.080202  ],[ 1.03723838 10.32980504 15.01346109],8
311,3.0,[   2.          522.38079478 -172.04305432],0.0,non_Speaker,1.0,[ 0.00524621  0.08878861 -0.08974901],[ 1.0291188   9.9189852  11.71696805],8
316,2.0,[  3.         261.72165807 -15.13068227],0.0,Speaker,1.0,[ 0.0042918   0.06519076 -0.08010491],[ 1.03713758 10.52877584 14.91889191],8
330,2.0,[  3.         304.01065915  -9.71766912],0.0,Speaker,1.0,[-0.7425383   2.81164164 -1.86354123],[1. 1. 1.],8
335,4.0,[   2.           45.03938575 -105.91183903],1.0,non_Speaker,0.0,[-0.514101    0.03681729  2.28735746],[1.13283759e+00 3.69623450e+03 1.80302185e+00],8
339,2.0,[  3.         537.64621634  -4.94181901],0.0,Speaker,1.0,[ 0.00429154  0.06519003 -0.08010607],[ 1.0371365  10.52905455 14.91832206],8
352,3.0,[  2.         256.05751028 -10.6479215 ],0.0,non_Speaker,1.0,[ 0.00525757  0.08877771 -0.08975698],[ 1.0291207   9.9201043  11.71573358],8
356,3.0,[  2.         266.52421368 -13.96335197],0.0,non_Speaker,1.0,[ 0.0052494   0.08878094 -0.089756  ],[ 1.02911903  9.91945671 11.71544487],8
360,5.0,[   2.          362.07654697 -174.40317725],0.0,non_Speaker,1.0,[ 0.00073972  0.01987834 -0.04679482],[1.18360104e+00 3.83679167e+03 9.93385025e+02],8
364,4.0,[   2.          261.48212538 -169.79795327],0.0,non_Speaker,1.0,[0.09593706 0.01388973 1.4815281 ],[1.35304798e+00 1.70883377e+04 2.27158915e+00],8
369,2.0,[  3.         298.02377272 -11.87302306],0.0,Speaker,1.0,[ 0.00432978  0.06523605 -0.08008639],[ 1.03709404 10.51474857 14.9065521 ],8
378,3.0,[  2.          51.49679871 -94.84730248],1.0,non_Speaker,0.0,[ 0.00525895  0.0887777  -0.08975712],[ 1.02912049  9.92004407 11.71562863],8
10,0.0,[0. 0. 0.],0.0,CB,1.0,[1.11022302e-16 6.93889390e-18 2.22044605e-16],[1.00000000e+00 1.06701224e+04 3.53351180e+03],8
20,2.0,[   3.          298.78960674 -163.40911324],0.0,Speaker,1.0,[-0.2438149   2.96152826 -1.83564765],[1. 1. 1.],8
32,2.0,[  3.         284.25387483 -13.28424037],1.0,Speaker,0.0,[ 0.00412616  0.06518706 -0.08011973],[ 1.03713148 10.52856062 14.91502657],8
36,3.0,[  2.         572.07191895  -4.04110963],0.0,non_Speaker,1.0,[ 0.00525734  0.08877688 -0.08976592],[ 1.02911696  9.92072991 11.72112548],8
40,3.0,[  2.         571.07440956  -4.04818009],0.0,non_Speaker,1.0,[ 0.00525844  0.08877633 -0.08976692],[ 1.02911642  9.92060171 11.72072355],8
51,0.0,[  0.         141.28904401 129.44407337],0.0,CB,1.0,[ 3.33066907e-16 -3.33066907e-16  1.73472348e-17],[1.00000000e+00 1.06701224e+04 3.53351180e+03],8
56,0.0,[  0.         141.28904401 129.44407337],0.0,CB,1.0,[0. 0. 0.],[1.00000000e+00 1.14550992e+04 4.19238859e+03],8
60,3.0,[  2.          65.07121841 -42.92536875],1.0,non_Speaker,0.0,[ 0.00525954  0.08877417 -0.08976889],[ 1.02911648  9.92073223 11.72029253],8
67,0.0,[  0.         394.4783536  164.84788444],0.0,CB,1.0,[ 1.11022302e-16 -1.38777878e-17 -5.55111512e-17],[1.00000000e+00 1.22400761e+04 4.85126539e+03],8
91,3.0,[   2.          828.57303263 -178.66433862],0.0,non_Speaker,1.0,[ 0.00525138  0.08898712 -0.08975776],[ 1.02906139 10.00072099 11.7249276 ],8
96,3.0,[   2.          838.45361485 -179.09017012],0.0,non_Speaker,1.0,[ 0.00524911  0.08898168 -0.08975985],[ 1.02906472 10.00200269 11.72552983],8
106,4.0,[   2.          567.10602349 -177.03706306],0.0,non_Speaker,1.0,[ 0.00106277  0.03135497 -0.0541453 ],[ 1.01324806 35.9532506  33.26964067],8
123,4.0,[ 2.00000000e+00  5.57664547e+02 -4.43485479e-01],0.0,non_Speaker,1.0,[ 0.11993714  2.24896672 -2.95184809],[1. 1. 1.],8
128,2.0,[  3.          34.16256729 -66.44642042],1.0,Speaker,0.0,[ 0.00429154  0.06519007 -0.08010595],[ 1.0371367  10.52929404 14.91840146],8
137,2.0,[  3.          52.35157174 -42.41753138],1.0,Speaker,0.0,[ 0.00429709  0.06490529 -0.08140674],[ 1.03733301 10.347274   15.13697107],8
146,2.0,[  3.          37.90256213 -79.89881969],1.0,Speaker,0.0,[ 0.00441551  0.06750474 -0.08126817],[ 1.037871   10.58775645 14.67204255],8
158,3.0,[  2.         219.78339818  -5.82739878],1.0,non_Speaker,0.0,[ 0.0052127   0.08888898 -0.08981044],[ 1.0291061  10.01935086 11.72749387],8
166,3.0,[  2.          40.04642336 -58.96149882],1.0,non_Speaker,0.0,[ 0.00524897  0.08898215 -0.08975971],[ 1.02906442 10.00193855 11.72546706],8
184,3.0,[   2.           37.26290696 -102.95127275],0.0,non_Speaker,1.0,[ 0.00523954  0.08902057 -0.0900905 ],[ 1.02899646 10.01177538 11.79468029],8
188,3.0,[  2.         294.70027757 -15.00825493],0.0,non_Speaker,1.0,[ 0.00526526  0.08902655 -0.0900853 ],[ 1.02900175 10.01337226 11.81449513],8
192,3.0,[  2.         317.70380719 -13.71311944],0.0,non_Speaker,1.0,[0.13089575 0.07159895 2.31424306],[1.47451706e+00 7.85749632e+03 8.77233695e+00],8
215,3.0,[  2.         344.12244785  -9.24998834],1.0,non_Speaker,0.0,[ 0.00523832  0.08902204 -0.09009007],[ 1.02900286 10.01396471 11.81386132],8
251,2.0,[  3.         516.72750203  -6.25676658],0.0,Speaker,1.0,[ 0.00423383  0.06733753 -0.08171845],[ 1.03779921 10.5446793  14.78908699],8
258,3.0,[  2.          62.46417973 -93.99372746],1.0,non_Speaker,0.0,[ 0.00526515  0.08897165 -0.09012035],[ 1.02901978 10.02166259 11.81252703],8
261,2.0,[ 3.00000000e+00  5.52673175e+02 -5.51021807e-01],0.0,Speaker,1.0,[ 0.00443391  0.06733719 -0.08168693],[ 1.03784324 10.55451123 14.8080762 ],8
279,4.0,[  2.         286.69782123  -1.06224448],0.0,non_Speaker,1.0,[ 0.00106453  0.03135308 -0.05414042],[ 1.01325598 35.97703667 33.28908986],8
293,3.0,[   2.           45.16028875 -116.78385227],0.0,non_Speaker,1.0,[ 0.00523839  0.0890219  -0.09009349],[ 1.02900127 10.0146809  11.81584511],8
304,3.0,[   2.          298.53614763 -164.99090435],0.0,non_Speaker,1.0,[ 0.00523874  0.08902021 -0.09009502],[ 1.02900238 10.01532212 11.8190726 ],8
308,2.0,[  3.          77.06993331 -69.77169194],1.0,Speaker,0.0,[ 0.00443344  0.06733739 -0.08168672],[ 1.03784338 10.55452716 14.80815769],8
314,3.0,[   2.          522.2433049  -172.15170902],0.0,non_Speaker,1.0,[ 0.00522056  0.0890143  -0.09009428],[ 1.02900992 10.01789167 11.82175659],8
323,3.0,[   2.           77.47400888 -119.67208986],0.0,non_Speaker,1.0,[ 0.00523832  0.08902195 -0.09009353],[ 1.02900222 10.0151814  11.81935412],8
335,3.0,[  2.         248.93430859  -9.31956426],0.0,non_Speaker,1.0,[ 0.00523799  0.08902197 -0.09009366],[ 1.02900213 10.01520822 11.81944366],8
338,4.0,[   2.           45.03938575 -105.91183903],1.0,non_Speaker,0.0,[0.80653237 0.08132309 1.12362454],[ 1.00145932 24.98230896  1.065378  ],8
341,3.0,[  2.         249.61285203 -10.22622227],0.0,non_Speaker,1.0,[-1.042868    3.33949195 -0.35039658],[1. 1. 1.],8
351,4.0,[   2.           45.32374741 -107.12763896],1.0,non_Speaker,0.0,[ 0.90341875  2.3680633  -1.79402758],[1. 1. 1.],8
358,3.0,[  2.         267.49646091 -13.91214051],1.0,non_Speaker,0.0,[ 0.00523885  0.08901975 -0.09010423],[ 1.02899354 10.01278464 11.81425692],8
363,2.0,[  3.         296.70267334 -12.51942945],0.0,Speaker,1.0,[ 0.03503111  2.73296818 -1.75585528],[1. 1. 1.],8
366,4.0,[   2.          261.48212538 -169.79795327],0.0,non_Speaker,1.0,[ 0.00112734  0.031703   -0.05776649],[ 1.0116723  36.2088207  28.93235477],8
374,2.0,[  3.         281.18402816  -5.98455976],0.0,Speaker,1.0,[ 0.00443134  0.06739978 -0.08169234],[ 1.03781259 10.58037857 14.81535396],8
381,3.0,[  2.          58.3638548  -92.30973865],1.0,non_Speaker,0.0,[ 0.00525364  0.08900297 -0.09012606],[ 1.02898695 10.01171383 11.80716035],8
12,0.0,[0. 0. 0.],0.0,CB,1.0,[ 1.11022302e-16  0.00000000e+00 -5.55111512e-17],[1.00000000e+00 1.83591574e+04 5.91984436e+03],8
19,2.0,[   3.          298.78960674 -163.40911324],0.0,Speaker,1.0,[ 0.00445336  0.06742107 -0.08167858],[ 1.03780176 10.57611762 14.8137501 ],8
36,2.0,[  3.         292.04506907 -12.92334021],1.0,Speaker,0.0,[ 0.00443156  0.06739881 -0.08169425],[ 1.03781028 10.58006919 14.81427403],8
41,2.0,[  3.          70.81672482 -74.72939128],0.0,Speaker,1.0,[ 0.00443358  0.06739979 -0.0816926 ],[ 1.03781181 10.58038206 14.81503503],8
54,0.0,[  0.         141.28904401 129.44407337],0.0,CB,1.0,[ 2.77555756e-17 -8.88178420e-16  0.00000000e+00],[1.00000000e+00 1.83591574e+04 5.91984436e+03],8
58,4.0,[   2.          810.72968152 -176.65435248],0.0,non_Speaker,1.0,[ 0.00112666  0.03170578 -0.05776269],[ 1.01167386 36.18965034 28.93997054],8
71,4.0,[   2.          272.31694347 -170.20748818],0.0,non_Speaker,1.0,[ 0.0011189   0.03171046 -0.05776432],[ 1.01166799 36.15021345 28.92920542],8
104,2.0,[   3.          517.15196626 -172.18564342],0.0,Speaker,1.0,[ 0.00443269  0.06739918 -0.08169573],[ 1.03789751 10.62993369 14.86926415],8
